Order_ID,Order_Date,Customer_ID,Customer_Name,Product,Category,Region,City,Quantity,Sales,Profit
ORD01402,09-10-2025,CUST1619,Mark Thomas,Mouse,Electronics,East,Chennai,1,500,119.81
ORD01403,22-02-2025,CUST1919,Robert Rogers,Mouse,Electronics,East,Chennai,5,2500,623.29
ORD01404,12-08-2024,CUST1748,Laura Sweeney,Laptop,Electronics,East,Bengaluru,1,50000,10749.23
ORD01405,20-08-2025,CUST1108,Christopher Perez,Chair,Furniture,West,Pune,1,7000,1789.26
ORD01406,02-10-2024,CUST1208,Eddie Adams,Monitor,Electronics,West,Bengaluru,8,96000,11986.32
ORD01407,20-03-2025,CUST1377,Denise Wallace,Printer,Office Supplies,South,Hyderabad,4,36000,4096.39
ORD01408,08-07-2024,CUST1835,Heidi Matthews,Mouse,Electronics,South,Ahmedabad,8,4000,711.84
ORD01409,22-01-2024,CUST1317,Jennifer White,Printer,Office Supplies,South,Bengaluru,3,27000,2939.05
ORD01410,14-03-2024,CUST1436,Nicholas Stanley,Notebook,Office Supplies,South,Hyderabad,4,400,89
ORD01411,20-05-2024,CUST1744,Mercedes Miller,Notebook,Office Supplies,North,Mumbai,2,200,68.08
ORD01412,14-01-2024,CUST1781,Brian Brown,Notebook,Office Supplies,North,Bengaluru,7,700,149.61
ORD01413,04-10-2025,CUST1614,Kimberly Johnson,Monitor,Electronics,North,Delhi,2,24000,3098.14
ORD01414,28-03-2024,CUST1207,Phillip Miller,Mouse,Electronics,South,Hyderabad,6,3000,799.68
ORD01415,05-05-2025,CUST1158,Christopher Pena,Printer,Office Supplies,South,Delhi,3,27000,2387.96
ORD01416,15-02-2024,CUST1105,Ellen Wright,Chair,Furniture,East,Mumbai,2,14000,2494.54
ORD01417,17-08-2024,CUST1024,Mark Anderson,Notebook,Office Supplies,South,Kolkata,3,300,63.07
ORD01418,20-10-2024,CUST1231,Alyssa Alvarado,Notebook,Office Supplies,West,Mumbai,3,300,82.08
ORD01419,17-08-2024,CUST1104,Erika Alvarez,Printer,Office Supplies,East,Chennai,3,27000,3495.04
ORD01420,27-03-2024,CUST1917,Kimberly Nelson,Mouse,Electronics,North,Bengaluru,6,3000,508.87
ORD01421,06-09-2025,CUST1185,Wayne Wolfe,Keyboard,Electronics,West,Bengaluru,7,8400,1710.72
ORD01422,16-04-2024,CUST1277,Kyle Welch,Chair,Furniture,West,Chennai,5,35000,7954.02
ORD01423,01-06-2024,CUST1796,Kristy Mills,Chair,Furniture,South,Chennai,2,14000,4106.6
ORD01424,04-05-2025,CUST1834,Emily Reed,Keyboard,Electronics,North,Mumbai,7,8400,1626.27
ORD01425,26-11-2024,CUST1130,Regina Ramos,Notebook,Office Supplies,South,Kolkata,5,500,118.02
ORD01426,07-05-2025,CUST1710,David Torres,Desk,Furniture,West,Chennai,6,90000,10762.46
ORD01427,16-07-2025,CUST1509,Robert Charles,Keyboard,Electronics,West,Ahmedabad,4,4800,892.71
ORD01428,07-03-2025,CUST1539,John Smith,Notebook,Office Supplies,South,Mumbai,2,200,62.91
ORD01429,18-01-2024,CUST1371,Theresa Woods,Monitor,Electronics,West,Bengaluru,6,72000,7578.57
ORD01430,04-01-2025,CUST1869,Jeffrey Carter,Mouse,Electronics,South,Pune,1,500,137.15
ORD01431,18-07-2025,CUST1995,Adam Brooks,Printer,Office Supplies,West,Ahmedabad,3,27000,3243.11
ORD01432,21-05-2024,CUST1120,Justin Foster,Monitor,Electronics,South,Kolkata,4,48000,5281.34
ORD01433,19-12-2025,CUST1108,Omar Price,Laptop,Electronics,North,Hyderabad,7,350000,58149.66
ORD01434,24-05-2024,CUST1080,Dennis Henderson,Keyboard,Electronics,South,Mumbai,1,1200,189.15
ORD01435,05-07-2024,CUST1481,Phillip Kent,Laptop,Electronics,South,Pune,7,350000,49759.31
ORD01436,30-03-2025,CUST1800,Melinda Mitchell,Printer,Office Supplies,North,Pune,7,63000,7141.27
ORD01437,19-10-2025,CUST1032,Rhonda Gutierrez,Mouse,Electronics,South,Bengaluru,3,1500,242.88
ORD01438,27-11-2025,CUST1970,Catherine Roberts,Laptop,Electronics,West,Pune,7,350000,75575.31
ORD01439,09-06-2024,CUST1278,Lisa Nelson,Chair,Furniture,North,Kolkata,4,28000,6679.42
ORD01440,27-02-2024,CUST1224,Chelsea Smith,Keyboard,Electronics,West,Bengaluru,4,4800,902.63
ORD01441,30-10-2025,CUST1657,Joseph Lopez,Mouse,Electronics,West,Kolkata,8,4000,868.08
ORD01442,24-10-2025,CUST1434,Derrick Espinoza,Keyboard,Electronics,South,Pune,1,1200,283.68
ORD01443,09-09-2025,CUST1797,Crystal Hernandez,Mouse,Electronics,East,Delhi,2,1000,164.27
ORD01444,19-04-2024,CUST1066,Glenn Collins DDS,Monitor,Electronics,South,Delhi,5,60000,7178.91
ORD01445,15-10-2025,CUST1951,Mrs. Raven Rivera DVM,Chair,Furniture,North,Ahmedabad,4,28000,7217.1
ORD01446,01-08-2025,CUST1045,Amy Rowe,Chair,Furniture,West,Delhi,2,14000,4500.99
ORD01447,12-11-2024,CUST1008,John Lee,Laptop,Electronics,East,Pune,6,300000,40820.03
ORD01448,04-02-2025,CUST1743,Ruth Clayton,Notebook,Office Supplies,East,Bengaluru,4,400,106.64
ORD01449,30-05-2025,CUST1103,Randy Wright,Mouse,Electronics,South,Delhi,6,3000,623.29
ORD01450,08-02-2024,CUST1297,Jessica Rojas,Notebook,Office Supplies,South,Bengaluru,8,800,252.44
ORD01451,05-04-2024,CUST1975,Joel Wise,Printer,Office Supplies,South,Ahmedabad,2,18000,2216.02
ORD01452,28-05-2025,CUST1528,Vickie Kennedy,Keyboard,Electronics,East,Hyderabad,3,3600,933.16
ORD01453,30-09-2025,CUST1876,Emily Morris,Keyboard,Electronics,West,Delhi,6,7200,1259.29
ORD01454,17-09-2025,CUST1621,Amanda Pineda,Notebook,Office Supplies,North,Bengaluru,4,400,99.04
ORD01455,26-05-2024,CUST1784,Dawn Little,Printer,Office Supplies,East,Mumbai,2,18000,2129.1
ORD01456,22-06-2024,CUST1956,Stephen Boyer,Printer,Office Supplies,East,Bengaluru,2,18000,1751.19
ORD01457,27-12-2024,CUST1091,Brian Chen,Mouse,Electronics,North,Bengaluru,5,2500,575.25
ORD01458,19-09-2024,CUST1781,Christopher Hill,Printer,Office Supplies,West,Bengaluru,5,45000,5812.59
ORD01459,20-10-2024,CUST1410,Richard Smith,Mouse,Electronics,West,Bengaluru,8,4000,636.9
ORD01460,01-10-2025,CUST1974,Richard Alvarez,Printer,Office Supplies,East,Chennai,6,54000,5440.43
ORD01461,26-09-2024,CUST1898,Jacqueline Davis,Mouse,Electronics,North,Delhi,7,3500,772.75
ORD01462,17-04-2024,CUST1297,Brandon Montgomery,Monitor,Electronics,West,Bengaluru,1,12000,1426.93
ORD01463,18-04-2025,CUST1685,Yolanda Garrett,Notebook,Office Supplies,North,Chennai,2,200,50.03
ORD01464,21-04-2025,CUST1111,Matthew Miles,Printer,Office Supplies,North,Bengaluru,8,72000,7815.53
ORD01465,23-07-2024,CUST1411,Beth Hall,Mouse,Electronics,East,Mumbai,7,3500,893.92
ORD01466,12-05-2025,CUST1217,Dr. Nicole Trujillo,Desk,Furniture,West,Mumbai,6,90000,14016.92
ORD01467,08-06-2024,CUST1971,Corey Norris,Chair,Furniture,West,Bengaluru,8,56000,10121.57
ORD01468,07-09-2025,CUST1792,Chad Roach,Monitor,Electronics,West,Delhi,6,72000,11241.98
ORD01469,06-08-2024,CUST1055,Mr. Edward Terry,Desk,Furniture,South,Delhi,7,105000,16217.92
ORD01470,29-06-2024,CUST1085,Cody Bailey,Notebook,Office Supplies,South,Mumbai,5,500,127.69
ORD01471,30-12-2025,CUST1462,Denise Guerra,Chair,Furniture,West,Ahmedabad,7,49000,9175.56
ORD01472,04-04-2024,CUST1916,Kristen Jones,Chair,Furniture,West,Chennai,3,21000,6291.23
ORD01473,05-03-2025,CUST1493,Edward Baker,Chair,Furniture,West,Bengaluru,3,21000,4300.61
ORD01474,07-08-2025,CUST1398,Aaron Little,Notebook,Office Supplies,North,Ahmedabad,6,600,224.56
ORD01475,20-11-2024,CUST1014,Cody Smith,Mouse,Electronics,South,Hyderabad,3,1500,295.1
ORD01476,26-04-2024,CUST1811,Patty Allen,Keyboard,Electronics,West,Pune,8,9600,2339.68
ORD01477,08-05-2024,CUST1649,Mary Ryan,Laptop,Electronics,West,Mumbai,8,400000,91151.59
ORD01478,11-07-2024,CUST1430,Joseph Jimenez,Laptop,Electronics,South,Kolkata,4,200000,41307.28
ORD01479,14-07-2024,CUST1995,Lisa Morris,Monitor,Electronics,North,Chennai,6,72000,8919.26
ORD01480,10-11-2024,CUST1514,Ashley Mills,Desk,Furniture,North,Hyderabad,1,15000,1586.1
ORD01481,26-12-2024,CUST1848,Russell Anderson,Printer,Office Supplies,West,Chennai,7,63000,5961.26
ORD01482,17-01-2025,CUST1181,Christina Washington,Mouse,Electronics,South,Kolkata,3,1500,321.85
ORD01483,06-12-2025,CUST1696,Kenneth Huff,Notebook,Office Supplies,West,Pune,5,500,181.06
ORD01484,16-04-2024,CUST1091,Kelly Miles,Mouse,Electronics,North,Kolkata,2,1000,260.38
ORD01485,30-09-2025,CUST1949,Jacob Obrien,Mouse,Electronics,North,Hyderabad,8,4000,1011.97
ORD01486,04-08-2024,CUST1228,Timothy Clark,Laptop,Electronics,West,Kolkata,5,250000,54496.04
ORD01487,07-05-2024,CUST1359,Steve Miller PhD,Mouse,Electronics,West,Kolkata,4,2000,534.07
ORD01488,17-08-2024,CUST1519,Justin Hurley,Notebook,Office Supplies,East,Pune,1,100,37.91
ORD01489,28-02-2025,CUST1689,Jacob Erickson,Chair,Furniture,South,Delhi,5,35000,10527.04
ORD01490,06-06-2024,CUST1809,Deborah Williams,Notebook,Office Supplies,East,Chennai,1,100,21.28
ORD01491,16-03-2025,CUST1247,Eric Blackburn,Desk,Furniture,West,Ahmedabad,3,45000,6887.68
ORD01492,14-08-2025,CUST1439,Anne Hardy,Notebook,Office Supplies,South,Kolkata,1,100,35.42
ORD01493,13-06-2025,CUST1162,Chelsey Fox,Keyboard,Electronics,West,Ahmedabad,7,8400,2087.4
ORD01494,08-10-2025,CUST1590,Mario White,Mouse,Electronics,West,Pune,3,1500,330.84
ORD01495,05-04-2024,CUST1026,Jennifer Garcia,Keyboard,Electronics,West,Delhi,6,7200,1184.05
ORD01496,10-07-2025,CUST1942,Heather Ellis,Keyboard,Electronics,North,Kolkata,1,1200,257.01
ORD01497,11-10-2025,CUST1646,Sonya Jackson,Laptop,Electronics,East,Bengaluru,3,150000,34831.31
ORD01498,02-07-2025,CUST1860,James Morgan,Monitor,Electronics,South,Kolkata,4,48000,6322.71
ORD01499,27-05-2024,CUST1642,Zachary Ramos,Chair,Furniture,North,Mumbai,1,7000,1513.71
ORD01500,05-05-2024,CUST1109,Ethan Frey,Mouse,Electronics,South,Pune,8,4000,1105.56
ORD01501,21-05-2025,CUST1864,Jacob Duran,Chair,Furniture,East,Ahmedabad,3,21000,3967.25
ORD01502,23-01-2024,CUST1423,Nicholas Franklin,Notebook,Office Supplies,North,Hyderabad,2,200,59.68
ORD01503,19-01-2025,CUST1911,Cindy Cannon,Mouse,Electronics,East,Hyderabad,4,2000,489.46
ORD01504,01-07-2024,CUST1675,Dawn Nixon,Keyboard,Electronics,North,Mumbai,3,3600,633.06
ORD01505,20-09-2025,CUST1614,James Barber,Desk,Furniture,North,Bengaluru,6,90000,10695.74
ORD01506,31-01-2024,CUST1548,Ms. Kelly Holder,Chair,Furniture,North,Bengaluru,2,14000,2854.98
ORD01507,10-08-2024,CUST1030,Eric Walker,Monitor,Electronics,East,Bengaluru,6,72000,8303.83
ORD01508,09-05-2024,CUST1274,Alison Short,Monitor,Electronics,East,Hyderabad,2,24000,4091.93
ORD01509,18-07-2025,CUST1667,Desiree Spencer,Monitor,Electronics,East,Hyderabad,2,24000,3272.88
ORD01510,13-02-2025,CUST1944,Tammy Moore,Printer,Office Supplies,South,Pune,7,63000,6347.84
ORD01511,14-10-2024,CUST1984,Henry Taylor,Keyboard,Electronics,West,Mumbai,4,4800,1067.75
ORD01512,14-05-2025,CUST1443,Kevin Hall,Chair,Furniture,West,Kolkata,3,21000,6176.41
ORD01513,13-09-2025,CUST1392,Anna Ross,Chair,Furniture,West,Ahmedabad,6,42000,11274.34
ORD01514,06-03-2024,CUST1460,Morgan Cummings,Desk,Furniture,South,Delhi,6,90000,13378.36
ORD01515,22-10-2025,CUST1973,Carrie Petersen,Chair,Furniture,East,Kolkata,7,49000,10732.03
ORD01516,26-11-2024,CUST1439,Laura Velez,Laptop,Electronics,South,Chennai,2,100000,14542.97
ORD01517,15-01-2025,CUST1380,Elizabeth Cross,Monitor,Electronics,South,Chennai,2,24000,2984.8
ORD01518,12-01-2024,CUST1734,Angela Brown,Mouse,Electronics,East,Ahmedabad,1,500,98.03
ORD01519,29-07-2025,CUST1067,Hannah Montoya,Printer,Office Supplies,West,Pune,6,54000,6691.93
ORD01520,11-10-2024,CUST1733,Sean Kane,Monitor,Electronics,North,Kolkata,4,48000,5484.62
ORD01521,21-07-2024,CUST1201,Matthew Guzman,Notebook,Office Supplies,North,Hyderabad,6,600,213.85
ORD01522,07-03-2025,CUST1122,Richard Reyes,Printer,Office Supplies,North,Hyderabad,1,9000,1164.74
ORD01523,30-08-2024,CUST1590,Andrew Fernandez,Keyboard,Electronics,North,Pune,6,7200,1518.77
ORD01524,18-10-2024,CUST1134,Jonathan Walker,Laptop,Electronics,West,Delhi,1,50000,11222.87
ORD01525,12-03-2024,CUST1481,Nicholas Long,Laptop,Electronics,North,Kolkata,6,300000,58690.73
ORD01526,20-12-2024,CUST1409,Kurt Wagner,Chair,Furniture,North,Chennai,5,35000,7790.25
ORD01527,14-12-2025,CUST1465,Dylan Foster,Printer,Office Supplies,West,Mumbai,1,9000,842.4
ORD01528,18-02-2024,CUST1845,Bradley Duncan,Desk,Furniture,North,Bengaluru,2,30000,2583.26
ORD01529,22-03-2025,CUST1231,James Miller,Mouse,Electronics,South,Mumbai,6,3000,803.11
ORD01530,04-07-2025,CUST1005,Patricia Anderson,Monitor,Electronics,North,Pune,6,72000,12848.64
ORD01531,07-11-2024,CUST1076,Justin Freeman,Laptop,Electronics,East,Chennai,2,100000,13118.44
ORD01532,21-05-2024,CUST1597,Christina Gilbert,Notebook,Office Supplies,West,Mumbai,5,500,167.88
ORD01533,21-08-2025,CUST1909,Danielle Jones,Keyboard,Electronics,West,Hyderabad,6,7200,1752.68
ORD01534,08-11-2025,CUST1501,Erica Glass,Mouse,Electronics,East,Chennai,4,2000,460.56
ORD01535,30-10-2024,CUST1728,Michael Henderson,Printer,Office Supplies,North,Chennai,4,36000,2718.29
ORD01536,17-03-2024,CUST1995,Frank Wheeler,Monitor,Electronics,West,Delhi,4,48000,8042.25
ORD01537,24-04-2025,CUST1838,Eric Huerta,Monitor,Electronics,West,Ahmedabad,1,12000,1984.14
ORD01538,27-08-2025,CUST1779,Wanda Ramos,Printer,Office Supplies,East,Pune,2,18000,1627.69
ORD01539,18-04-2024,CUST1936,Andrew Meyers,Printer,Office Supplies,South,Ahmedabad,3,27000,3263.45
ORD01540,27-09-2025,CUST1525,James Todd,Desk,Furniture,South,Kolkata,7,105000,16191.49
ORD01541,17-06-2024,CUST1702,Ashley Brown,Monitor,Electronics,East,Mumbai,2,24000,3120.13
ORD01542,22-04-2024,CUST1246,Tammy Melton,Keyboard,Electronics,North,Hyderabad,8,9600,2353.38
ORD01543,08-11-2025,CUST1543,Alexis Benson,Keyboard,Electronics,West,Chennai,5,6000,860.58
ORD01544,27-03-2024,CUST1362,Jerry Johnson,Chair,Furniture,West,Ahmedabad,2,14000,4396.55
ORD01545,04-06-2025,CUST1341,Joshua Harris,Keyboard,Electronics,North,Hyderabad,7,8400,1682.21
ORD01546,26-10-2025,CUST1391,Deanna Webb,Chair,Furniture,West,Ahmedabad,6,42000,7966.22
ORD01547,31-08-2025,CUST1282,Brenda Hale,Chair,Furniture,West,Kolkata,4,28000,6591.31
ORD01548,23-04-2024,CUST1224,Kevin Alvarado,Mouse,Electronics,North,Delhi,1,500,119.66
ORD01549,28-06-2025,CUST1103,Christopher Campbell,Laptop,Electronics,East,Ahmedabad,5,250000,37946.71
ORD01550,13-08-2024,CUST1751,Lisa Brown,Notebook,Office Supplies,East,Hyderabad,7,700,196.5
ORD01551,21-12-2024,CUST1652,Alejandra Price,Monitor,Electronics,East,Pune,3,36000,6325.76
ORD01552,18-12-2025,CUST1637,Samuel Keller,Laptop,Electronics,West,Pune,2,100000,14598.85
ORD01553,12-03-2024,CUST1170,Alicia Dillon,Monitor,Electronics,South,Chennai,3,36000,4800.96
ORD01554,13-11-2025,CUST1485,Crystal James,Printer,Office Supplies,West,Chennai,3,27000,3448.83
ORD01555,19-03-2024,CUST1174,Ariana Stewart,Laptop,Electronics,North,Chennai,3,150000,34684.81
ORD01556,10-09-2024,CUST1483,Kim Lopez,Printer,Office Supplies,North,Delhi,1,9000,893.69
ORD01557,21-06-2025,CUST1515,Judith House,Laptop,Electronics,South,Bengaluru,5,250000,54054.69
ORD01558,09-12-2024,CUST1463,David Moreno,Mouse,Electronics,West,Chennai,2,1000,194.21
ORD01559,14-04-2025,CUST1013,James Moore,Chair,Furniture,East,Pune,8,56000,11929.71
ORD01560,03-12-2025,CUST1531,Harold Garrett,Desk,Furniture,North,Bengaluru,8,120000,11054.26
ORD01561,25-05-2024,CUST1365,William Mason,Notebook,Office Supplies,West,Delhi,4,400,131.47
ORD01562,01-04-2024,CUST1198,Lori Johns,Monitor,Electronics,West,Mumbai,7,84000,11537.21
ORD01563,23-06-2025,CUST1179,Robin Johnson,Chair,Furniture,East,Chennai,8,56000,18093.59
ORD01564,09-10-2024,CUST1316,Diana Hernandez,Desk,Furniture,South,Delhi,7,105000,13273.96
ORD01565,10-04-2025,CUST1580,Mary Miller,Desk,Furniture,East,Pune,2,30000,3456.27
ORD01566,02-12-2025,CUST1150,Tyler Salazar,Mouse,Electronics,West,Bengaluru,1,500,109.93
ORD01567,22-10-2024,CUST1066,Crystal Allen,Chair,Furniture,East,Delhi,3,21000,4631.48
ORD01568,30-08-2025,CUST1126,Wesley Browning,Printer,Office Supplies,North,Hyderabad,1,9000,747.36
ORD01569,07-11-2025,CUST1854,Joshua Clark,Chair,Furniture,North,Delhi,1,7000,1676.84
ORD01570,17-10-2024,CUST1804,Joshua Mcbride,Chair,Furniture,South,Mumbai,3,21000,4778.19
ORD01571,20-07-2024,CUST1442,Ellen Thornton,Chair,Furniture,North,Pune,3,21000,6812.13
ORD01572,29-12-2024,CUST1254,Brandy Forbes,Monitor,Electronics,West,Kolkata,1,12000,1771.03
ORD01573,05-11-2024,CUST1611,Brianna Fitzpatrick,Notebook,Office Supplies,East,Bengaluru,2,200,74.15
ORD01574,22-05-2024,CUST1699,Emily Grant,Notebook,Office Supplies,South,Pune,6,600,212.87
ORD01575,04-11-2024,CUST1312,Bailey Stewart,Keyboard,Electronics,North,Pune,7,8400,1734.72
ORD01576,23-03-2025,CUST1098,Monica Cannon,Printer,Office Supplies,South,Hyderabad,3,27000,2499.06
ORD01577,13-03-2025,CUST1477,Jennifer Jenkins,Desk,Furniture,West,Kolkata,6,90000,10595.1
ORD01578,28-01-2024,CUST1980,Timothy Shannon,Printer,Office Supplies,West,Mumbai,1,9000,1122.78
ORD01579,17-08-2025,CUST1524,Denise Maxwell,Keyboard,Electronics,East,Bengaluru,5,6000,1406.38
ORD01580,06-02-2025,CUST1128,Cody Farmer,Chair,Furniture,West,Delhi,1,7000,2018.1
ORD01581,27-03-2024,CUST1056,Debra Bradley,Printer,Office Supplies,East,Mumbai,8,72000,8665.34
ORD01582,02-08-2025,CUST1493,David Mcdaniel,Desk,Furniture,East,Delhi,2,30000,4295.39
ORD01583,12-06-2025,CUST1147,Michael Woods,Mouse,Electronics,West,Bengaluru,1,500,123.3
ORD01584,14-11-2024,CUST1736,Lisa Joseph,Monitor,Electronics,North,Hyderabad,3,36000,4754.89
ORD01585,05-06-2024,CUST1618,Samuel Henry,Monitor,Electronics,North,Mumbai,2,24000,2665.03
ORD01586,26-01-2024,CUST1852,Corey Johnson,Monitor,Electronics,West,Kolkata,4,48000,5487.58
ORD01587,10-05-2025,CUST1188,Alexis Nelson,Laptop,Electronics,South,Pune,2,100000,15839.18
ORD01588,13-10-2025,CUST1022,Patrick Mcneil,Printer,Office Supplies,South,Bengaluru,2,18000,1726.94
ORD01589,17-12-2025,CUST1559,Andrea Ho,Monitor,Electronics,South,Hyderabad,3,36000,5437.31
ORD01590,12-04-2024,CUST1982,Dr. Katherine Nguyen,Printer,Office Supplies,West,Chennai,5,45000,3931.51
ORD01591,19-04-2024,CUST1475,David Sullivan,Chair,Furniture,West,Kolkata,7,49000,11410.78
ORD01592,03-05-2024,CUST1577,Nicolas James,Keyboard,Electronics,West,Delhi,1,1200,208.81
ORD01593,03-11-2025,CUST1634,Logan Newton,Chair,Furniture,West,Delhi,1,7000,1902.36
ORD01594,14-04-2025,CUST1283,Kelly Liu,Desk,Furniture,North,Bengaluru,3,45000,5296.02
ORD01595,24-12-2025,CUST1537,Kelly Hayes,Desk,Furniture,West,Mumbai,4,60000,6546.96
ORD01596,30-07-2025,CUST1347,Amanda Forbes,Keyboard,Electronics,West,Bengaluru,3,3600,656.01
ORD01597,10-03-2024,CUST1938,Jennifer Moss,Chair,Furniture,West,Kolkata,5,35000,10973.25
ORD01598,03-06-2025,CUST1794,Kelli Mccoy,Printer,Office Supplies,East,Bengaluru,3,27000,2823.18
ORD01599,17-02-2025,CUST1069,Eddie Sanders,Desk,Furniture,North,Delhi,6,90000,11347.52
ORD01600,18-04-2024,CUST1511,Ronald Murray,Keyboard,Electronics,West,Chennai,4,4800,727.61
ORD01601,27-06-2024,CUST1745,Louis Brown,Monitor,Electronics,West,Kolkata,4,48000,5495.47
ORD01602,27-04-2024,CUST1038,Brenda Gallegos,Mouse,Electronics,North,Hyderabad,1,500,117.39
ORD01603,24-11-2024,CUST1110,Nathan Wilson,Desk,Furniture,West,Kolkata,1,15000,2257.43
ORD01604,17-05-2025,CUST1448,Teresa Horton,Keyboard,Electronics,East,Ahmedabad,4,4800,784.73
ORD01605,25-06-2025,CUST1828,Jason Hayes,Monitor,Electronics,South,Mumbai,3,36000,5186.36
ORD01606,23-05-2024,CUST1914,Kevin Marquez,Laptop,Electronics,North,Chennai,2,100000,14798.23
ORD01607,29-11-2025,CUST1747,Jesse Wright,Notebook,Office Supplies,West,Ahmedabad,2,200,54.27
ORD01608,31-12-2024,CUST1633,Susan Hogan,Monitor,Electronics,South,Mumbai,8,96000,14407.35
ORD01609,13-03-2024,CUST1582,Becky Wilson,Printer,Office Supplies,North,Bengaluru,7,63000,6774.28
ORD01610,24-08-2024,CUST1052,Jack Mills,Chair,Furniture,East,Delhi,2,14000,2697.65
ORD01611,14-09-2024,CUST1399,Richard Hunt,Monitor,Electronics,East,Mumbai,5,60000,11280.28
ORD01612,12-08-2025,CUST1247,Jamie James,Keyboard,Electronics,East,Kolkata,5,6000,893.84
ORD01613,26-09-2024,CUST1668,Susan Cunningham,Laptop,Electronics,North,Delhi,2,100000,18893.94
ORD01614,08-12-2024,CUST1909,Brittany Melton,Desk,Furniture,North,Bengaluru,7,105000,10792.26
ORD01615,10-11-2025,CUST1934,Michael Barnes,Monitor,Electronics,North,Ahmedabad,6,72000,13548.65
ORD01616,31-07-2025,CUST1926,Randy Griffin,Printer,Office Supplies,North,Chennai,2,18000,2130.12
ORD01617,19-09-2025,CUST1951,Autumn Anderson,Mouse,Electronics,North,Hyderabad,7,3500,815.34
ORD01618,16-04-2024,CUST1036,Marcus King,Keyboard,Electronics,West,Ahmedabad,5,6000,1360.8
ORD01619,21-08-2024,CUST1021,Scott Stephens,Desk,Furniture,North,Delhi,7,105000,12430.6
ORD01620,19-01-2024,CUST1565,Stephen Young,Monitor,Electronics,West,Delhi,7,84000,13975.48
ORD01621,16-03-2025,CUST1718,Karen Ortiz,Notebook,Office Supplies,West,Bengaluru,7,700,234.63
ORD01622,22-09-2025,CUST1925,Kyle Sanchez,Mouse,Electronics,East,Chennai,8,4000,678.3
ORD01623,29-02-2024,CUST1243,Lisa Grant,Monitor,Electronics,South,Mumbai,6,72000,10388.68
ORD01624,03-07-2025,CUST1581,Amber Hernandez,Laptop,Electronics,North,Delhi,4,200000,34122.21
ORD01625,09-05-2024,CUST1449,Amanda Nash,Monitor,Electronics,South,Pune,1,12000,1342.74
ORD01626,01-11-2025,CUST1911,Sara Evans,Laptop,Electronics,South,Pune,6,300000,49129.23
ORD01627,05-05-2024,CUST1672,Amber Butler,Keyboard,Electronics,North,Mumbai,7,8400,1658.53
ORD01628,31-12-2024,CUST1919,Michael Carr,Chair,Furniture,South,Hyderabad,4,28000,6978.7
ORD01629,26-10-2024,CUST1889,Linda Cobb,Chair,Furniture,South,Pune,6,42000,12265.31
ORD01630,24-02-2025,CUST1722,Jesse Riley,Desk,Furniture,West,Pune,2,30000,2636.63
ORD01631,17-06-2025,CUST1236,Anna Evans,Mouse,Electronics,East,Ahmedabad,4,2000,548.78
ORD01632,25-05-2024,CUST1036,James Jones,Mouse,Electronics,South,Hyderabad,6,3000,749.06
ORD01633,04-02-2024,CUST1276,Joshua Carter,Printer,Office Supplies,East,Kolkata,2,18000,1282.99
ORD01634,16-09-2025,CUST1393,Michael Hill,Chair,Furniture,West,Delhi,2,14000,2575.41
ORD01635,17-08-2024,CUST1210,Kelly Dominguez,Notebook,Office Supplies,West,Bengaluru,7,700,202.95
ORD01636,02-02-2024,CUST1554,Ashley Blair,Notebook,Office Supplies,East,Delhi,1,100,32.89
ORD01637,28-08-2025,CUST1221,Victoria Webb,Desk,Furniture,North,Chennai,5,75000,10675.32
ORD01638,28-02-2024,CUST1826,Taylor Andersen,Notebook,Office Supplies,North,Kolkata,7,700,245.61
ORD01639,04-08-2025,CUST1787,Lee Stewart,Chair,Furniture,East,Bengaluru,8,56000,13360.21
ORD01640,31-08-2024,CUST1135,Whitney Gomez,Notebook,Office Supplies,North,Pune,8,800,275.37
ORD01641,09-07-2025,CUST1302,Justin Stone,Chair,Furniture,East,Kolkata,2,14000,4547.49
ORD01642,06-11-2025,CUST1256,Katherine White,Laptop,Electronics,North,Mumbai,5,250000,41265.76
ORD01643,02-07-2024,CUST1454,Michelle Krause,Chair,Furniture,West,Delhi,6,42000,12616.8
ORD01644,02-01-2025,CUST1491,Alexander Garrett,Printer,Office Supplies,South,Kolkata,1,9000,881.88
ORD01645,16-09-2025,CUST1564,Ryan Marsh,Laptop,Electronics,East,Mumbai,2,100000,15585.61
ORD01646,09-10-2024,CUST1265,Mrs. Felicia Castro DDS,Printer,Office Supplies,West,Bengaluru,3,27000,2307.97
ORD01647,24-09-2025,CUST1671,Curtis Campbell,Monitor,Electronics,North,Ahmedabad,3,36000,4255.96
ORD01648,02-06-2025,CUST1881,Elizabeth Hunter,Mouse,Electronics,West,Chennai,1,500,89.16
ORD01649,22-09-2024,CUST1998,Aaron Jennings,Laptop,Electronics,East,Delhi,4,200000,26513.56
ORD01650,24-12-2024,CUST1111,Nathaniel Gilbert,Desk,Furniture,North,Hyderabad,1,15000,1908.63
ORD01651,29-11-2024,CUST1584,Christopher Rivera,Mouse,Electronics,East,Kolkata,2,1000,185.28
ORD01652,26-05-2024,CUST1025,Michael Hendricks,Mouse,Electronics,East,Chennai,7,3500,943.64
ORD01653,18-01-2025,CUST1481,Maria Olson,Desk,Furniture,East,Delhi,7,105000,15604.29
ORD01654,02-06-2024,CUST1933,Stephanie Herrera,Keyboard,Electronics,North,Mumbai,6,7200,1046.54
